Intern ID,Skills_Text
intern_0158,"css, html, java, machine learning, mysql, python, machine learning low, python low"
intern_0159,
intern_0160,"c++ programming, computer vision, data science, deep learning, machine learning, natural language processing (nlp), python, deep learning high, machine learning high, nlp medium, python high"
intern_0161,"asp.net, django, java, python, python medium"
intern_0162,"adobe photoshop, amazon web server (aws), amazon web services (aws), artificial intelligence, autocad, big data analytics, cad, computer vision, data analytics, data science, data structures, database management system (dbms), deep learning, design thinking, django, html, java, javascript, matlab, ms-excel, ms-office, ms-powerpoint, machine learning, mysql, natural language processing (nlp), neural networks, postgresql, power bi, python, sql, tableau, deep learning low, machine learning medium, nlp medium, python medium"
intern_0163,"data analytics, data science, deep learning, ms-excel, ms-office, machine learning, natural language processing (nlp), python, sql, tableau, deep learning high, machine learning high, nlp high, python medium"
intern_0164,"amazon web services (aws), data science, deep learning, docker, git, github, kubernetes, machine learning, natural language processing (nlp), python, deep learning medium, machine learning medium, nlp medium, python medium"
intern_0165,"artificial intelligence, computer vision, data structures, deep learning, django, english proficiency (spoken), english proficiency (written), ms-excel, ms-powerpoint, ms-word, machine learning, microsoft visual studio, natural language processing (nlp), neural networks, python, deep learning medium, machine learning high, nlp medium, python high"
intern_0166,
intern_0167,"deep learning, machine learning, mysql, natural language processing (nlp), power bi, python, tableau, deep learning medium, machine learning medium, nlp medium, python medium"
intern_0168,"artificial intelligence, bootstrap, c programming, c++ programming, css, computer vision, data science, data structures, deep learning, django, english proficiency (spoken), english proficiency (written), google suite (g suite), google workspace, html, javascript, ms-excel, ms-powerpoint, ms-word, machine learning, neural networks, node.js, painting, python, reactjs, sketching, wordpress, deep learning high, machine learning medium, python medium"
intern_0169,"artificial intelligence, c programming, c++ programming, data science, data structures, database management system (dbms), java, ms-office, machine learning, machine learning medium"
intern_0170,"c programming, c++ programming, css, html, java, javascript, machine learning, python, sql, ui & ux design, machine learning high, python high"
intern_0171,"algorithms, artificial intelligence, css, computer vision, data analytics, data science, data structures, deep learning, github, html, linux, ms-excel, machine learning, mysql, natural language processing (nlp), neural networks, opencv, python, sql, deep learning low, machine learning medium, nlp low, python medium"
intern_0172,"artificial intelligence, machine learning, node.js, reactjs, unity 3d, machine learning medium, python high"
intern_0173,"data analytics, deep learning, java, ms-excel, machine learning, mysql, python, deep learning medium, machine learning medium, python medium"
intern_0174,"c++ programming, css, data analytics, data science, deep learning, english proficiency (spoken), flask, html, javascript, machine learning, natural language processing (nlp), neural networks, python, deep learning low, machine learning low, nlp low, python medium"
intern_0175,"c programming, css, deep learning, html, java, javascript, machine learning, node.js, python, r programming, reactjs, typescript, deep learning medium, machine learning medium, python medium"
intern_0176,"data analytics, data science, ms-excel, ms-office, machine learning, mysql, machine learning medium"
intern_0177,"data analytics, ms-excel, machine learning, python, tableau, machine learning medium, python medium"
intern_0178,"bootstrap, c programming, c++ programming, css, express.js, html, machine learning, mongodb, node.js, python, rest api, reactjs, software testing, machine learning medium, python medium"
intern_0179,"c++ programming, css, data analytics, data science, data structures, database management system (dbms), deep learning, english proficiency (spoken), english proficiency (written), html, java, javascript, ms-excel, machine learning, natural language processing (nlp), neural networks, opencv, php, power bi, python, research and analytics, sql, tableau, vs code, visual basic (vb), wordpress, deep learning medium, machine learning medium, nlp medium, python medium"
intern_0180,"c programming, c++ programming, database management system (dbms), java, mysql, python, python low"
intern_0181,"data analytics, data science, ms sql server, ms-excel, machine learning, python, machine learning medium, python medium"
intern_0182,"c++ programming, data analytics, data science, english proficiency (spoken), english proficiency (written), ms-excel, ms-office, natural language processing (nlp), physics, power bi, sql, tableau, nlp medium"
intern_0183,"algorithms, artificial intelligence, business analysis, business research, computer vision, data analytics, data science, data structures, deep learning, django, fastapi, flask, git, github, linux, machine learning, mongodb, natural language processing (nlp), neural networks, opencv, postgresql, postman, python, rest api, sql, sqlite, selenium, deep learning medium, machine learning high, nlp high, python high"
intern_0184,"c programming, data structures, english proficiency (spoken), english proficiency (written), html, java, ms-excel, ms-office, sql"
intern_0185,"c++ programming, data analytics, database management system (dbms), ms-excel, ms-office, ms-word, machine learning, python, sql, statistics, tableau, vhdl, machine learning medium, python medium"
intern_0186,"algorithms, artificial intelligence, c++ programming, css, computer vision, data analytics, data science, data structures, deep learning, flask, github, html, image processing, ms-powerpoint, machine learning, mathematics, mongodb, mysql, neural networks, python, rest api, sql, deep learning medium, machine learning medium, python medium"
intern_0187,"artificial intelligence, c++ programming, data analytics, data science, deep learning, english proficiency (spoken), english proficiency (written), html, ms-excel, machine learning, natural language processing (nlp), nosql, python, r programming, sql, deep learning low, machine learning medium, nlp medium, python medium"
intern_0188,"algorithms, artificial intelligence, c programming, data structures, english proficiency (spoken), english proficiency (written), github, java, python, sql, python medium"
intern_0189,"data analytics, data science, english proficiency (spoken), power bi, python high"
intern_0190,
intern_0191,"c programming, css, cloud computing, html, machine learning, python, reactjs, machine learning medium, python medium"
intern_0192,"adobe after effects, adobe photoshop, adobe premiere pro, business analysis, data analytics, data science, deep learning, english proficiency (spoken), english proficiency (written), machine learning, natural language processing (nlp), python, sql, video editing, video making, deep learning medium, machine learning medium, nlp medium, python medium"
intern_0193,"c++ programming, css, html, javascript, ms-excel, mysql, python, python medium"
intern_0194,"artificial intelligence, css, deep learning, html, java, javascript, machine learning, mongodb, mysql, node.js, python, deep learning low, machine learning medium, python high"
intern_0195,"android, c programming, c++ programming, database management system (dbms), java, javascript, ms-office, python, sql, python medium"
intern_0196,"artificial intelligence, data analytics, data science, deep learning, machine learning, natural language processing (nlp), python, sql, deep learning low, machine learning medium, nlp medium, python medium"
intern_0197,
intern_0198,".net, c programming, flask, github, html, java, javascript, ms-excel, ms-office, machine learning, mongodb, mysql, postman, selenium, machine learning medium, python high"
intern_0199,"css, django, express.js, html, java, javascript, mongodb, mysql, node.js, python, reactjs, spring mvc, python high"
intern_0200,"data analytics, ms-excel, ms-powerpoint, power bi, python, sql, tableau, python high"
intern_0201,"business analysis, java, python, wordpress, python low"
intern_0202,"machine learning, mysql, python, statistical modeling, machine learning low, python low"
intern_0203,"c programming, data analytics, data science, data structures, deep learning, java, ms-excel, machine learning, natural language processing (nlp), power bi, python, sql, deep learning low, machine learning medium, nlp medium, python medium"
intern_0204,"css, computer networking, data structures, database management system (dbms), django, git, html, javascript, mysql, node.js, php, python, reactjs, search engine optimization (seo), tailwind css, wordpress, python medium"
intern_0205,"css, computer vision, deep learning, django, html, javascript, machine learning, natural language processing (nlp), python, deep learning high, machine learning medium, nlp medium, python medium"
